Q R E S T
-09, +00: 1 0 0
-08, +00: 1 0 0
-07, +00: 1 0 0
-06, +00: 1 0 0
-05, +00: 1 0 0
-04, +00: 1 0 0
-03, +00: 1 0 0
-02, +00: 2 0 0
-01, +00: 2 0 0
+00, +00: 3 0 0
+01, +00: 2 0 0
+02, +00: 2 0 0
+03, +00: 1 0 0
+04, +00: 1 0 0
+05, +00: 1 0 0
+06, +00: 1 0 0
+07, +00: 1 0 0
+08, +00: 1 0 0
+09, +00: 1 0 0

-08, -01: 1 0 0
-07, -01: 1 0 0
-06, -01: 1 0 0
-05, -01: 1 0 0
-04, -01: 1 0 0
-03, -01: 1 0 0
-02, -01: 3 0 0
-01, -01: 3 0 0
+00, -01: 3 0 0
+01, -01: 3 0 0
+02, -01: 3 0 0
+03, -01: 3 0 0
+04, -01: 1 0 0
+05, -01: 1 0 0
+06, -01: 1 0 0
+07, -01: 1 0 0
+08, -01: 1 0 0
+09, -01: 1 0 0

-07, -02: 1 0 0
-06, -02: 1 0 0
-05, -02: 1 0 0
-04, -02: 1 0 0
-03, -02: 1 0 0
-02, -02: 1 0 0
-01, -02: 1 0 0
+00, -02: 1 0 0
+01, -02: 1 0 0
+02, -02: 1 0 0
+03, -02: 1 0 0
+04, -02: 1 0 0
+05, -02: 1 0 0
+06, -02: 1 0 0
+07, -02: 1 0 0
+08, -02: 1 0 0
+09, -02: 1 0 0

-06, -03: 1 0 0
-05, -03: 1 0 0
-04, -03: 1 0 0
-03, -03: 1 0 0
-02, -03: 1 0 0
-01, -03: 1 0 0
+00, -03: 1 0 0
+01, -03: 2 0 0
+02, -03: 1 0 0
+03, -03: 3 0 0
+04, -03: 1 0 0
+05, -03: 1 0 0
+06, -03: 1 0 0
+07, -03: 1 0 0
+08, -03: 1 0 0
+09, -03: 1 0 0

-05, -04: 1 0 0
-04, -04: 1 0 0
-03, -04: 1 0 0
-02, -04: 1 0 0
-01, -04: 1 0 0
+00, -04: 1 0 0
+01, -04: 1 0 0
+02, -04: 3 0 0
+03, -04: 1 0 0
+04, -04: 1 0 0
+05, -04: 1 0 0
+06, -04: 1 0 0
+07, -04: 1 0 0
+08, -04: 1 0 0
+09, -04: 1 0 0

-04, -05: 1 0 0
-03, -05: 1 0 0
-02, -05: 1 0 0
-01, -05: 1 0 0
+00, -05: 1 0 0
+01, -05: 1 0 0
+02, -05: 1 0 0
+03, -05: 4 0 0
+04, -05: 1 0 0
+05, -05: 1 0 0
+06, -05: 1 0 0
+07, -05: 1 0 0
+08, -05: 1 0 0
+09, -05: 1 0 0

-03, -06: 1 0 0
-02, -06: 1 0 0
-01, -06: 1 0 0
+00, -06: 1 0 0
+01, -06: 1 0 0
+02, -06: 1 0 0
+03, -06: 1 0 0
+04, -06: 1 0 0
+05, -06: 1 0 0
+06, -06: 1 0 0
+07, -06: 1 0 0
+08, -06: 1 0 0
+09, -06: 1 0 0

-02, -07: 1 0 0
-01, -07: 1 0 0
+00, -07: 1 0 0
+01, -07: 1 0 0
+02, -07: 1 0 0
+03, -07: 1 0 0
+04, -07: 1 0 0
+05, -07: 1 0 0
+06, -07: 1 0 0
+07, -07: 1 0 0
+08, -07: 1 0 0
+09, -07: 1 0 0

-09, +01: 1 0 0
-08, +01: 1 0 0
-07, +01: 1 0 0
-06, +01: 1 0 0
-05, +01: 1 0 0
-04, +01: 1 0 0
-03, +01: 1 0 0
-02, +01: 1 0 0
-01, +01: 1 0 0
+00, +01: 1 0 0
+01, +01: 1 0 0
+02, +01: 1 0 0
+03, +01: 1 0 0
+04, +01: 1 0 0
+05, +01: 1 0 0
+06, +01: 1 0 0
+07, +01: 1 0 0
+08, +01: 1 0 0

-09, +02: 1 0 0
-08, +02: 1 0 0
-07, +02: 1 0 0
-06, +02: 1 0 0
-05, +02: 1 0 0
-04, +02: 1 0 0
-03, +02: 1 0 0
-02, +02: 1 0 0
-01, +02: 1 0 0
+00, +02: 1 0 0
+01, +02: 1 0 0
+02, +02: 1 0 0
+03, +02: 1 0 0
+04, +02: 1 0 0
+05, +02: 1 0 0
+06, +02: 1 0 0
+07, +02: 1 0 0

-09, +03: 1 0 0
-08, +03: 1 0 0
-07, +03: 1 0 0
-06, +03: 1 0 0
-05, +03: 1 0 0
-04, +03: 1 0 0
-03, +03: 1 0 0
-02, +03: 1 0 0
-01, +03: 1 0 0
+00, +03: 1 0 0
+01, +03: 1 0 0
+02, +03: 1 0 0
+03, +03: 1 0 0
+04, +03: 1 0 0
+05, +03: 1 0 0
+06, +03: 1 0 0

-09, +04: 1 0 0
-08, +04: 1 0 0
-07, +04: 1 0 0
-06, +04: 1 0 0
-05, +04: 1 0 0
-04, +04: 1 0 0
-03, +04: 1 0 0
-02, +04: 1 0 0
-01, +04: 1 0 0
+00, +04: 1 0 0
+01, +04: 1 0 0
+02, +04: 1 0 0
+03, +04: 1 0 0
+04, +04: 1 0 0
+05, +04: 1 0 0

-09, +05: 1 0 0
-08, +05: 1 0 0
-07, +05: 1 0 0
-06, +05: 1 0 0
-05, +05: 1 0 0
-04, +05: 1 0 0
-03, +05: 1 0 0
-02, +05: 1 0 0
-01, +05: 1 0 0
+00, +05: 1 0 0
+01, +05: 1 0 0
+02, +05: 1 0 0
+03, +05: 1 0 0
+04, +05: 1 0 0

-09, +06: 1 0 0
-08, +06: 1 0 0
-07, +06: 1 0 0
-06, +06: 1 0 0
-05, +06: 1 0 0
-04, +06: 1 0 0
-03, +06: 1 0 0
-02, +06: 1 0 0
-01, +06: 1 0 0
+00, +06: 1 0 0
+01, +06: 1 0 0
+02, +06: 1 0 0
+03, +06: 1 0 0

-09, +07: 1 0 0
-08, +07: 1 0 0
-07, +07: 1 0 0
-06, +07: 1 0 0
-05, +07: 1 0 0
-04, +07: 1 0 0
-03, +07: 1 0 0
-02, +07: 1 0 0
-01, +07: 1 0 0
+00, +07: 1 0 0
+01, +07: 1 0 0
+02, +07: 1 0 0
